VENDPART,PRODNAME,PSC_CODE,GSAPRICE,ISSCODE,QTY_UNIT,MFGPART,OEM_CAGE,MFGNAME,PRODDESC,P_DELIV,LONG_DESCRIPTION,UPC,HAZMAT,TPRSTART,TPRSTOP,TEMPRICE,SHIPPING_STANDARD,SHIPPING_EXPEDITED,SHIPPING_NEXTDAY,Environmentally Preferred Indicator,Environmentally Preferred Justifying Comment,Energy Star Indicator,Energy Star Justifying Comment,Made in the USA Indicator,Made in the USA Justifying Comment,Characteristic Information
3RAP4,Message Stamp Received 5/16 ,7510,12.93,EA,1,035352,,2000PLUS,"035352, MFR 2000PLUS, Message Stamp Legend Received Ink Color Red Material Made of 65 Percent Recycled Plastic and Metal Character Height 5/16 In. Font 32 Imprint Area Height 1/2 In. Imprint Area Width 1-1/2 In. Overall Height 2-3/4 In. Overall Length 1-1/4 In. Overall Width 2-1/2 In.",5,"035352, MFR 2000PLUS, Message Stamp Legend Received Ink Color Red Material Made of 65 Percent Recycled Plastic and Metal Character Height 5/16 In. Font 32 Imprint Area Height 1/2 In. Imprint Area Width 1-1/2 In. Overall Height 2-3/4 In. Overall Length 1-1/4 In. Overall Width 2-1/2 In.",,,,,,,,,,,,,,,
3RAP5,Message Stamp Void 5/16 ,7510,12.69,EA,1,035353,,2000PLUS,"035353, MFR 2000PLUS, Message Stamp Legend Void Ink Color Blue Material Made of 65 Percent Recycled Plastic and Metal Character Height 5/16 In. Font 32 Imprint Area Height 1/2 In. Imprint Area Width 1-1/2 In. Overall Height 2-3/4 In. Overall Length 1-1/4 In. Overall Width 2-1/2 In.",5,"035353, MFR 2000PLUS, Message Stamp Legend Void Ink Color Blue Material Made of 65 Percent Recycled Plastic and Metal Character Height 5/16 In. Font 32 Imprint Area Height 1/2 In. Imprint Area Width 1-1/2 In. Overall Height 2-3/4 In. Overall Length 1-1/4 In. Overall Width 2-1/2 In.",,,,,,,,,,,,,,,
3RAP6,Self Inking Date Stamp 4 Bands W 1-3/4 ,7510,54.01,EA,1,039307,,2000PLUS,"039307, MFR 2000PLUS, Self-Inking Date Stamp Number of Bands 4 Character Height 5/32 In. Imprint Area Height 5-3/8 In. Imprint Area Width 1 In. Font 1-1/2 In. Ink Color Black Material 75 Percent Recycled Plastic and Metal Overall Height 6-1/2 In. Overall Length 1-7/8 In Overall Width 1-3/4 In.",5,"039307, MFR 2000PLUS, Self-Inking Date Stamp Number of Bands 4 Character Height 5/32 In. Imprint Area Height 5-3/8 In. Imprint Area Width 1 In. Font 1-1/2 In. Ink Color Black Material 75 Percent Recycled Plastic and Metal Overall Height 6-1/2 In. Overall Length 1-7/8 In Overall Width 1-3/4 In.",,,,,,,,,,,,,,,
4YDC4,Stamp Message Dater 4 in 1,7510,39.06,EA,1,038858,,2000PLUS,"038858, MFR 2000PLUS, Message Date Stamp Legend Entered Faxed Paid Received Number of Bands 5 Font 14 Character Height 5/32 In. Imprint Area Width 1 In. Imprint Area Height 5/32 In. Ink Color Blue/Red Overall Height 6-1/2 In. Overall Length 1-3/4 In. Overall Width 2-5/8 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 4 Messages along with Dater which has a 5 year date band Includes 75 Percent Recycled Plastic and Metal",5,"038858, MFR 2000PLUS, Message Date Stamp Legend Entered Faxed Paid Received Number of Bands 5 Font 14 Character Height 5/32 In. Imprint Area Width 1 In. Imprint Area Height 5/32 In. Ink Color Blue/Red Overall Height 6-1/2 In. Overall Length 1-3/4 In. Overall Width 2-5/8 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 4 Messages along with Dater which has a 5 year date band Includes 75 Percent Recycled Plastic and Metal",,,,,,,,,,,,,,,
4YDC6,Stamp Custom Kit Black Ink,7510,37.14,EA,1,038860,,2000PLUS,"038860, MFR 2000PLUS, Stamp Kit Imprint Area Width 1-3/4 In. Imprint Area Height 1-1/4 In. Ink Color Black Overall Height 7-1/2 In. Overall Length 2-1/8 In. Overall Width 8-1/2 In. Material Plastic For Use With 2000Plus Ink Refills and Stamp Pads Features 7-Lines to create your custom message Includes (3) Sets of Characters. (380) 1/8 in Characters (335) 3/16 in Characters (90) 1/4 in Characters (1) Pre-Inked Pad",5,"038860, MFR 2000PLUS, Stamp Kit Imprint Area Width 1-3/4 In. Imprint Area Height 1-1/4 In. Ink Color Black Overall Height 7-1/2 In. Overall Length 2-1/8 In. Overall Width 8-1/2 In. Material Plastic For Use With 2000Plus Ink Refills and Stamp Pads Features 7-Lines to create your custom message Includes (3) Sets of Characters. (380) 1/8 in Characters (335) 3/16 in Characters (90) 1/4 in Characters (1) Pre-Inked Pad",,,,,,,,,,,,,,,
4YDC7,D3835 Message Date Stamp 4 Bands Received,7510,25.79,EA,1,038861,,2000PLUS,"038861, MFR 2000PLUS, D3835 Self-Inking Message Date Stamp Legend Received Number of Bands 4 Font 14 Character Height 5/32 In. Imprint Area Width 1 In. Imprint Area Height 5/32 In. Ink Color Blue/Red Overall Height 6-1/8 In. Overall Length 1-3/4 In. Overall Width 2-1/2 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 6 year date band prints month day and year",5,"038861, MFR 2000PLUS, D3835 Self-Inking Message Date Stamp Legend Received Number of Bands 4 Font 14 Character Height 5/32 In. Imprint Area Width 1 In. Imprint Area Height 5/32 In. Ink Color Blue/Red Overall Height 6-1/8 In. Overall Length 1-3/4 In. Overall Width 2-1/2 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 6 year date band prints month day and year",,,,,,,,,,,,,,,
4YDC8,D3835 Message Date Stamp 4 Bands Paid,7510,25.79,EA,1,038862,,2000PLUS,"038862, MFR 2000PLUS, D3835 Self-Inking Message Date Stamp Legend Paid Number of Bands 4 Font 14 Character Height 5/32 In. Imprint Area Width 1 In. Imprint Area Height 5/32 In. Ink Color Blue/Red Overall Height 6-1/8 In. Overall Length 1-3/4 In. Overall Width 2-1/2 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 5 year date band prints month day and year",5,"038862, MFR 2000PLUS, D3835 Self-Inking Message Date Stamp Legend Paid Number of Bands 4 Font 14 Character Height 5/32 In. Imprint Area Width 1 In. Imprint Area Height 5/32 In. Ink Color Blue/Red Overall Height 6-1/8 In. Overall Length 1-3/4 In. Overall Width 2-1/2 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 5 year date band prints month day and year",,,,,,,,,,,,,,,
4YDC9,D3835 Message Date Stamp 4 Bands Faxed,7510,25.79,EA,1,038863,,2000PLUS,"038863, MFR 2000PLUS, D3835 Self-Inking Message Date Stamp Legend Faxed Number of Bands 4 Font 14 Character Height 5/32 In. Imprint Area Width 1 In. Imprint Area Height 5/32 In. Ink Color Blue/Red Overall Height 6-1/8 In. Overall Length 1-3/4 In. Overall Width 2-1/2 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 5 year date band prints month day and year",5,"038863, MFR 2000PLUS, D3835 Self-Inking Message Date Stamp Legend Faxed Number of Bands 4 Font 14 Character Height 5/32 In. Imprint Area Width 1 In. Imprint Area Height 5/32 In. Ink Color Blue/Red Overall Height 6-1/8 In. Overall Length 1-3/4 In. Overall Width 2-1/2 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 5 year date band prints month day and year",,,,,,,,,,,,,,,
4YDD1,Stamp Message Dater 12 in 1,7510,53.36,EA,1,038864,,2000PLUS,"038864, MFR 2000PLUS, Message Date Stamp Legend Answered Balance Cancelled Charged C.O.D. Entered Filled Filed Paid Received Returned Shipped Number of Bands 5 Font 20 Character Height 3/16 In. Imprint Area Width 1-3/4 In. Imprint Area Height 1/4 In. Ink Color Black Overall Height 6-3/4 In. Overall Length 2-1/8 In. Overall Width 3-1/8 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 5 year date band prints month day and year Includes Dual Pad",5,"038864, MFR 2000PLUS, Message Date Stamp Legend Answered Balance Cancelled Charged C.O.D. Entered Filled Filed Paid Received Returned Shipped Number of Bands 5 Font 20 Character Height 3/16 In. Imprint Area Width 1-3/4 In. Imprint Area Height 1/4 In. Ink Color Black Overall Height 6-3/4 In. Overall Length 2-1/8 In. Overall Width 3-1/8 In. Material Metal For Use With 2000Plus Ink Refills and Stamp Pads Features 5 year date band prints month day and year Includes Dual Pad",,,,,,,,,,,,,,,
4YDD3,Self-Ink Microban Date Stamp Font 18,7510,51.87,EA,1,038866,,2000PLUS,"038866, MFR 2000PLUS, Self-Inking Microban Date Stamp Number of Bands 4 Character Height 3/16 In. Imprint Area Height 3/16 In. Imprint Area Width 1-1/2 In. Font 18 Ink Color Black Material Metal Overall Height 7-1/4 In. Overall Length 1-7/8 In Overall Width 2-5/8 In. For Use With 2000Plus Ink Refills and Stamp Pads Includes Dual Pad",5,"038866, MFR 2000PLUS, Self-Inking Microban Date Stamp Number of Bands 4 Character Height 3/16 In. Imprint Area Height 3/16 In. Imprint Area Width 1-1/2 In. Font 18 Ink Color Black Material Metal Overall Height 7-1/4 In. Overall Length 1-7/8 In Overall Width 2-5/8 In. For Use With 2000Plus Ink Refills and Stamp Pads Includes Dual Pad",,,,,,,,,,,,,,,
4YDD4,Self-Ink Microban Date Stamp Font 14,7510,45.33,EA,1,038867,,2000PLUS,"038867, MFR 2000PLUS, Self-Inking Microban Date Stamp Number of Bands 4 Character Height 5/32 In. Imprint Area Height 5/32 In. Imprint Area Width 1 In. Font 14 Ink Color Black Material Metal Overall Height 7 In. Overall Length 1-7/8 In Overall Width 2-5/8 In. For Use With 2000Plus Ink Refills and Stamp Pads Includes Dual Pad",5,"038867, MFR 2000PLUS, Self-Inking Microban Date Stamp Number of Bands 4 Character Height 5/32 In. Imprint Area Height 5/32 In. Imprint Area Width 1 In. Font 14 Ink Color Black Material Metal Overall Height 7 In. Overall Length 1-7/8 In Overall Width 2-5/8 In. For Use With 2000Plus Ink Refills and Stamp Pads Includes Dual Pad",,,,,,,,,,,,,,,
4LFA9,Wiper Dispenser 400 to 2300 Wipes,7920,535.01,EA,1,2XL65,,2XL,"2XL - 65, MFR 2XL, Dispenser Product Grouping Wiper Dispenser Paper Towel Type Wipes Dispenser Operation Centerpull Dispenser Material Stainless Steel Dispenser Capacity (400 to 2300) Wipes Proprietary/Universal Universal Dispenser Mounting Floor Color Silver Uses Mfr No 2XL-37 2XL-100 2XL-400 Requirement - Includes Trash Receptacle Waste Can Wiper Dispenser",5,"2XL - 65, MFR 2XL, Dispenser Product Grouping Wiper Dispenser Paper Towel Type Wipes Dispenser Operation Centerpull Dispenser Material Stainless Steel Dispenser Capacity (400 to 2300) Wipes Proprietary/Universal Universal Dispenser Mounting Floor Color Silver Uses Mfr No 2XL-37 2XL-100 2XL-400 Requirement - Includes Trash Receptacle Waste Can Wiper Dispenser",,,,,,,,,,,,,,,
4LFC1,Wiper Dispenser 400 to 2300 Wipes,7920,56.67,EA,1,2XL80,,2XL,"2XL - 80, MFR 2XL, Dispenser Product Grouping Wiper Dispenser Paper Towel Type Wipes Dispenser Operation Centerpull Dispenser Material Plastic Dispenser Capacity (400 to 2300) Wipes Proprietary/Universal Universal Dispenser Mounting Wall Color Smoke Gray Uses Mfr No 2XL-401 2XL-101 2XL-38 2XL-36 2XL-420 2XL-422 2XL-440 2XL-436 2XL-446 Wiper Dispenser",5,"2XL - 80, MFR 2XL, Dispenser Product Grouping Wiper Dispenser Paper Towel Type Wipes Dispenser Operation Centerpull Dispenser Material Plastic Dispenser Capacity (400 to 2300) Wipes Proprietary/Universal Universal Dispenser Mounting Wall Color Smoke Gray Uses Mfr No 2XL-401 2XL-101 2XL-38 2XL-36 2XL-420 2XL-422 2XL-440 2XL-436 2XL-446 Wiper Dispenser",,,,,,,,,,,,,,,
48UY32,Sanitizer Wipes Bucket 7-45/64 x 6 ,5350,111.33,EA,1,2XL421,,2XL,"2XL-421, MFR 2XL, Hand Sanitizer Wipes Hygiene Series None Requires Dispenser No Packaging Type Bucket Hygiene Form Wipes Hygiene Properties None Wipes per Container 2300 Sheet Size 7-45/64 in x 6 In. Material Cotton Fragrance Fresh Color White Contains Benzalkonium Chloride Standards FDA",2,"2XL-421, MFR 2XL, Hand Sanitizer Wipes Hygiene Series None Requires Dispenser No Packaging Type Bucket Hygiene Form Wipes Hygiene Properties None Wipes per Container 2300 Sheet Size 7-45/64 in x 6 In. Material Cotton Fragrance Fresh Color White Contains Benzalkonium Chloride Standards FDA",,,,,,,,,,,,,,,
48UY33,Sanitizer Wipes Bulk Refill 7-45/64 x 6 ,5350,102.93,EA,1,2XL422,,2XL,"2XL-422, MFR 2XL, Hand Sanitizer Wipes Hygiene Series 2XL Requires Dispenser Yes Packaging Type Soft Pack Hygiene Form Wipes Hygiene Properties None Wipes per Container 2300 Sheet Size 7-45/64 in x 6 In. Material Cotton Fragrance Fresh Color White Contains Benzalkonium Chloride Standards FDA",2,"2XL-422, MFR 2XL, Hand Sanitizer Wipes Hygiene Series 2XL Requires Dispenser Yes Packaging Type Soft Pack Hygiene Form Wipes Hygiene Properties None Wipes per Container 2300 Sheet Size 7-45/64 in x 6 In. Material Cotton Fragrance Fresh Color White Contains Benzalkonium Chloride Standards FDA",,,,,,,,,,,,,,,
4LFA8,Wiper Dispenser 700 to 800 Wipes,7920,10.31,EA,1,2XL001,,2XL,"2XL-001, MFR 2XL, Dispenser Product Grouping Wiper Dispenser Paper Towel Type Wipes Dispenser Operation Centerpull Dispenser Material Plastic Dispenser Capacity (700 to 800) Wipes Proprietary/Universal Universal Dispenser Mounting Surface Color White Uses Mfr No 2XL-38 2XL-101 2XL-401 Requirement - Wiper Dispenser",5,"2XL-001, MFR 2XL, Dispenser Product Grouping Wiper Dispenser Paper Towel Type Wipes Dispenser Operation Centerpull Dispenser Material Plastic Dispenser Capacity (700 to 800) Wipes Proprietary/Universal Universal Dispenser Mounting Surface Color White Uses Mfr No 2XL-38 2XL-101 2XL-401 Requirement - Wiper Dispenser",,,,,,,,,,,,,,,
53PM97,Sanitizing Wipes 6 x 8 PK2,5350,181.96,PK,2,2XL44553PM97,,2XL,"2XL-445, MFR 2XL, Disinfecting and Sanitizing Wipes Sanitizing Cleaning Wipes Primary Chemical Quat Effective to Remove E.coli Staphylococcus Aureus Wet Contact Time 1 to 2 min. Cleaner Container Type Bucket 500 ct. Ready to Use/Concentrated Ready to Use Sheet Size 6 in x 8 In. Cleaner Form Wipes Wipes Application Disinfecting/Sanitizing Sanitizing Wipes Fragrance Fresh Formula Quaternary Ammonium Compounds Color White Standards EPA NSF Package Quantity 2",2,"2XL-445, MFR 2XL, Disinfecting and Sanitizing Wipes Sanitizing Cleaning Wipes Primary Chemical Quat Effective to Remove E.coli Staphylococcus Aureus Wet Contact Time 1 to 2 min. Cleaner Container Type Bucket 500 ct. Ready to Use/Concentrated Ready to Use Sheet Size 6 in x 8 In. Cleaner Form Wipes Wipes Application Disinfecting/Sanitizing Sanitizing Wipes Fragrance Fresh Formula Quaternary Ammonium Compounds Color White Standards EPA NSF Package Quantity 2",,,,,,,,,,,,,,,
53PM98,Sanitizing Wipes 6 x 8 PK2,5350,151.12,PK,2,2XL44653PM98,,2XL,"2XL-446, MFR 2XL, Disinfecting and Sanitizing Wipes Sanitizing Cleaning Wipes Primary Chemical Quat Effective to Remove E.coli Staphylococcus Aureus Wet Contact Time 1 to 2 min. Cleaner Container Type Bucket Refill 500 ct. Ready to Use/Concentrated Ready to Use Sheet Size 6 in x 8 In. Cleaner Form Wipes Wipes Application Disinfecting/Sanitizing Sanitizing Wipes Fragrance Fresh Formula Quaternary Ammonium Compounds Color White Standards EPA NSF Package Quantity 2",2,"2XL-446, MFR 2XL, Disinfecting and Sanitizing Wipes Sanitizing Cleaning Wipes Primary Chemical Quat Effective to Remove E.coli Staphylococcus Aureus Wet Contact Time 1 to 2 min. Cleaner Container Type Bucket Refill 500 ct. Ready to Use/Concentrated Ready to Use Sheet Size 6 in x 8 In. Cleaner Form Wipes Wipes Application Disinfecting/Sanitizing Sanitizing Wipes Fragrance Fresh Formula Quaternary Ammonium Compounds Color White Standards EPA NSF Package Quantity 2",,,,,,,,,,,,,,,
53PM99,Sanitizing Wipes 6 x 10 PK6,5350,127.73,PK,6,2XL447,,2XL,"2XL-447, MFR 2XL, Disinfecting and Sanitizing Wipes Sanitizing Cleaning Wipes Primary Chemical Quat Effective to Remove E.coli Staphylococcus Aureus Wet Contact Time 1 to 2 min. Cleaner Container Type Canister 100 ct. Ready to Use/Concentrated Ready to Use Sheet Size 6 in x 10 In. Cleaner Form Wipes Wipes Application Disinfecting/Sanitizing Sanitizing Wipes Fragrance Fresh Formula Quaternary Ammonium Compounds Color White Standards EPA NSF Package Quantity 6",2,"2XL-447, MFR 2XL, Disinfecting and Sanitizing Wipes Sanitizing Cleaning Wipes Primary Chemical Quat Effective to Remove E.coli Staphylococcus Aureus Wet Contact Time 1 to 2 min. Cleaner Container Type Canister 100 ct. Ready to Use/Concentrated Ready to Use Sheet Size 6 in x 10 In. Cleaner Form Wipes Wipes Application Disinfecting/Sanitizing Sanitizing Wipes Fragrance Fresh Formula Quaternary Ammonium Compounds Color White Standards EPA NSF Package Quantity 6",,,,,,,,,,,,,,,
54TT98,Pellets Disinfect. 1.73 gal.Bottle PK2,5350,260.12,PK,2,2XL310,,2XL,"2XL-310, MFR 2XL, Disinfectant Primary Chemical None Cleaner Container Type Bottle Cleaner Container Size 1.73 gal. Ready to Use/Concentrated Concentrated Recommended Dilution 2 Tablets per 32 oz. Fragrance Mild Chlorine Cleaner Form Pellets Chemicals For Use On Hard Nonporous Surfaces Standards EPA Registered",2,"2XL-310, MFR 2XL, Disinfectant Primary Chemical None Cleaner Container Type Bottle Cleaner Container Size 1.73 gal. Ready to Use/Concentrated Concentrated Recommended Dilution 2 Tablets per 32 oz. Fragrance Mild Chlorine Cleaner Form Pellets Chemicals For Use On Hard Nonporous Surfaces Standards EPA Registered",,,,,,,,,,,,,,,
45DL40,Disinfecting Wipes 6 x 8 ,5350,72.13,EA,1,2XL4011,,2XL FORCE,"2XL-401-1, MFR 2XL FORCE, Disinfecting and Sanitizing Wipes Disinfecting Cleaning Wipes Primary Chemical Quat Effective to Remove E.coli Hepatitis B (HBV) Hepatitis C (HCV) Herpes Simplex Virus Type 1 (HSV-1) HIV Type 1 Influenza A Virus (H1N1) Methicillin-Resistant Staphylococcus Aureus (MRSA) Norovirus Staphylococcus Aureus Vancomycin-Resistant Enterococcus Faecalis (VRE) Wet Contact Time 3 to 4 min. Cleaner Container Type Bucket Refill 900 ct. Ready to Use/Concentrated Ready to Use",2,"2XL-401-1, MFR 2XL FORCE, Disinfecting and Sanitizing Wipes Disinfecting Cleaning Wipes Primary Chemical Quat Effective to Remove E.coli Hepatitis B (HBV) Hepatitis C (HCV) Herpes Simplex Virus Type 1 (HSV-1) HIV Type 1 Influenza A Virus (H1N1) Methicillin-Resistant Staphylococcus Aureus (MRSA) Norovirus Staphylococcus Aureus Vancomycin-Resistant Enterococcus Faecalis (VRE) Wet Contact Time 3 to 4 min. Cleaner Container Type Bucket Refill 900 ct. Ready to Use/Concentrated Ready to Use",,,,,,,,,,,,,,,
